x,y,z,jrc2018u_x,jrc2018u_y,jrc2018u_z
119187,310981,426206,348.8227,337.2386,349.7692
119187,310981,446206,349.5264,333.6258,337.2219
119187,310981,466206,350.4647,331.0778,322.1185
119187,310981,486206,351.9845,328.5494,305.3588
119187,330981,426206,346.6308,352.6714,341.7084
139187,90981,126206,365.0669,247.8202,647.4133
139187,90981,146206,369.9504,246.3635,634.1426
139187,90981,166206,369.6121,243.6279,618.7725
139187,110981,86206,359.3716,265.6787,670.6742
139187,110981,106206,359.3832,263.2717,653.1045
139187,110981,126206,364.8473,263.1143,640.2781
139187,110981,146206,370.3106,261.4599,627.5684
139187,110981,166206,364.2857,257.4356,610.9270
139187,110981,186206,364.0628,254.4678,596.3494
139187,110981,206206,366.5081,250.1382,582.5022
139187,130981,66206,355.8933,282.0019,676.6226
139187,130981,86206,354.6274,277.3542,658.8141
139187,130981,106206,356.4946,275.5077,643.5854
139187,130981,126206,360.2166,273.7843,631.3391
139187,130981,146206,362.6622,272.1131,618.7458
139187,130981,166206,359.3066,268.8913,602.8245
139187,130981,186206,359.8957,266.4694,589.1636
139187,130981,206206,363.1532,263.0538,576.0547
139187,150981,66206,350.2218,293.1587,662.9021
139187,150981,86206,351.3922,289.9954,647.3450
139187,150981,106206,352.5604,288.0749,635.6602
139187,150981,126206,353.1489,285.4380,622.6761
139187,150981,146206,353.9699,282.8702,609.2289
139187,150981,166206,355.0233,280.3716,595.3185
139187,150981,186206,356.8894,278.7276,581.7815
139187,150981,206206,359.9154,276.2361,568.5831
139187,150981,226206,363.5223,273.5665,554.2895
139187,150981,246206,365.0393,269.3656,540.3444
139187,150981,266206,364.8154,264.2508,525.6613
139187,150981,286206,364.1285,260.4036,510.1138
139187,150981,306206,363.0949,256.9269,492.8477
139187,150981,326206,362.8735,254.5520,476.5869
139187,150981,346206,363.2315,252.0040,461.4836
139187,150981,366206,364.5187,248.7741,444.8491
139187,170981,66206,345.5922,305.8051,653.6860
139187,170981,86206,346.6444,302.4492,640.9426
139187,170981,106206,347.1163,300.3410,628.9910
139187,170981,126206,347.2405,297.3707,615.9537
139187,170981,146206,348.4090,294.7930,603.3345
139187,170981,166206,351.2049,293.5021,588.1943
139187,170981,186206,354.0002,292.0136,573.6153
139187,170981,206206,357.1427,289.8136,559.9893
139187,170981,286206,359.8449,271.7974,503.1866
139187,170981,306206,359.2751,268.0464,486.2322
139187,170981,326206,359.9811,265.0537,471.0579
139187,170981,346206,360.6884,263.4396,455.0369
139187,170981,366206,361.7440,260.7235,438.0103
139187,170981,386206,363.0305,256.3126,421.6614
139187,190981,66206,340.6119,318.8049,648.2004
139187,190981,86206,341.4316,314.6535,635.4486
139187,190981,106206,341.0913,311.2386,622.3405
139187,190981,126206,341.3312,309.2416,610.4067
139187,190981,146206,343.8939,308.8971,597.3139
139187,190981,246206,356.8219,292.0716,523.9880
139187,190981,266206,356.5972,286.5023,510.0620
139187,190981,286206,355.7935,281.9781,495.2361
139187,190981,306206,356.1512,278.4641,479.7416
139187,190981,326206,357.3216,275.5998,464.4692
139187,190981,346206,357.5657,274.6973,447.4951
139187,190981,366206,358.6208,272.5099,431.5011
139187,190981,386206,360.3715,268.7141,415.6058
139187,190981,406206,360.9606,263.4040,399.9432
139187,190981,426206,360.1566,258.2128,385.0109
139187,210981,226206,353.4604,307.6016,528.3876
139187,210981,246206,354.3973,302.5213,513.4727
139187,210981,266206,353.9400,297.3695,500.5615
139187,210981,286206,352.7877,293.0925,486.3678
139187,210981,306206,352.9129,290.0134,471.7724
139187,210981,326206,353.5037,287.5865,455.8587
139187,210981,346206,353.9776,285.6364,441.3249
139187,210981,366206,355.4961,283.3872,426.5061
139187,210981,386206,357.1316,280.4907,409.9247
139187,210981,406206,356.7926,276.1640,394.5377
139187,210981,426206,356.1045,271.2544,380.0059
139187,210981,446206,356.2291,265.7814,364.6729
139187,230981,226206,351.2686,319.8301,518.1562
139187,230981,246206,352.4364,313.5935,504.1234
139187,230981,266206,351.8628,308.3899,491.5595
139187,230981,286206,350.3619,304.8639,478.4338
139187,230981,306206,349.9065,301.7158,464.3016
139187,230981,326206,350.1479,298.6713,449.4747
139187,230981,346206,350.6208,295.9158,435.7605
139187,230981,366206,352.1395,293.7012,420.7102
139187,230981,386206,352.8465,290.8987,404.2625
139187,230981,406206,351.3469,287.1875,389.3295
139187,230981,426206,351.5873,282.5001,374.8329
139187,230981,446206,352.6409,277.9508,359.4101
139187,230981,466206,352.6505,273.3944,343.2753
139187,250981,206206,346.7466,337.1293,523.6680
139187,250981,226206,348.9602,333.4075,509.5622
139187,250981,246206,350.0113,327.4600,496.6423
139187,250981,266206,349.4370,321.5029,484.5508
139187,250981,286206,348.6317,316.9071,471.7283
139187,250981,306206,347.9437,313.3736,457.8902
139187,250981,326206,347.4879,310.0451,444.2033
139187,250981,346206,347.8444,306.9215,430.6674
139187,250981,366206,348.8989,304.1857,415.2970
139187,250981,386206,347.7490,301.0846,398.5649
139187,250981,406206,346.2494,297.1856,383.3649
139187,250981,426206,346.9543,292.9601,368.8235
139187,250981,446206,348.2403,289.4880,353.8096
139187,250981,466206,348.8298,286.0160,338.7958
139187,250981,486206,349.5352,282.8084,324.2983
139187,270981,206206,344.2043,349.5407,516.7843
139187,270981,226206,346.8810,344.7738,503.5784
139187,270981,246206,347.8164,339.9380,490.8359
139187,270981,266206,347.1268,334.9568,478.3075
139187,270981,286206,346.4371,329.8644,465.7614
139187,270981,306206,345.9809,325.9454,452.2173
139187,270981,326206,345.5242,321.5299,438.9495
139187,270981,346206,345.0680,317.8160,425.5566
139187,270981,366206,345.3110,315.4756,409.0642
139187,270981,386206,343.1166,312.4859,392.3501
139187,270981,406206,342.5458,308.4335,376.6513
139187,270981,426206,343.0191,304.2945,361.5312
139187,270981,446206,343.0282,301.2155,346.9358
139187,270981,466206,344.8941,298.4944,332.9898
139187,270981,486206,346.2951,295.6695,319.7385
139187,290981,226206,344.1051,357.3359,498.7338
139187,290981,246206,344.9244,351.3464,485.3331
139187,290981,266206,344.5831,346.8098,472.8756
139187,290981,286206,343.7781,342.8811,460.1596
139187,290981,306206,343.3223,339.7749,446.5082
139187,290981,326206,342.6333,334.4874,432.9827
139187,290981,346206,342.2944,331.0156,417.9692
139187,290981,366206,341.2607,328.7693,401.6105
139187,290981,386206,339.2988,326.1476,384.7181
139187,290981,406206,339.5411,323.1648,368.7158
139187,290981,426206,340.0137,319.2037,354.6907
139187,290981,446206,339.5576,315.2082,340.8973
139187,290981,466206,340.9597,312.4797,326.2391
139187,310981,366206,336.9790,342.7991,393.8003
139187,310981,386206,335.9453,340.3478,377.2904
139187,310981,406206,336.1865,337.2514,362.8107
139187,310981,426206,337.0066,332.8702,349.3112
139187,310981,446206,337.4796,329.7047,335.2945
139187,310981,486206,338.6598,324.4209,304.8208
139187,330981,406206,333.6466,353.4452,354.9900
139187,330981,426206,334.5835,349.7063,341.0003
159187,70981,66206,343.6968,245.2901,699.1382
159187,70981,86206,347.5341,238.6602,684.6866
159187,70981,146206,355.3340,226.5682,643.9991
159187,90981,46206,345.5520,259.9003,711.2125
159187,90981,66206,340.9227,256.3180,690.8486
159187,90981,86206,339.1898,250.6303,676.1928
159187,90981,106206,343.3757,246.7699,663.0128
159187,90981,126206,346.6326,242.8231,650.4117
159187,90981,146206,351.1671,240.4845,637.7115
159187,90981,166206,352.3366,237.9858,623.8012
159187,90981,186206,353.5080,235.5168,607.4066
159187,110981,46206,343.9382,271.6024,703.7414
159187,110981,66206,343.9477,267.0287,687.7223
159187,110981,86206,342.3320,262.0871,671.8818
159187,110981,106206,340.6009,257.5655,655.5158
159187,110981,126206,343.6266,255.4322,642.9671
159187,110981,146206,349.2062,254.6671,630.3993
159187,110981,166206,347.3589,251.0597,614.7718
159187,110981,186206,348.8791,249.0106,597.8516
159187,110981,206206,350.9768,246.3487,584.2706
159187,110981,226206,352.8421,243.5411,570.9034
159187,130981,86206,340.0231,272.6727,661.9808
159187,130981,106206,340.2658,269.6479,645.4977
159187,130981,126206,341.4345,267.8138,633.2342
159187,130981,146206,343.5329,266.6318,619.6523
159187,130981,166206,344.0078,264.4618,603.5426
159187,130981,186206,345.1777,262.3313,589.4540
159187,130981,206206,347.0424,259.5138,576.9149
159187,130981,226206,349.4871,255.9007,564.3672
159187,130981,246206,351.0040,251.9987,550.7069
159187,130981,266206,351.5940,248.5021,535.0966
159187,130981,286206,350.7923,245.4182,518.2487
159187,150981,66206,334.4581,288.0870,664.1104
159187,150981,86206,337.4860,285.4199,648.2765
159187,150981,106206,338.4227,283.7317,635.7993
159187,150981,126206,339.1274,281.8384,623.1708
159187,150981,146206,339.9486,279.7326,609.6788
159187,150981,166206,340.0737,277.3453,595.7864
159187,150981,186206,341.0108,275.1111,582.3924
159187,150981,206206,343.2238,272.3108,569.7374
159187,150981,226206,345.7848,269.2536,557.2785
159187,150981,246206,347.6496,264.6845,543.5117
159187,150981,266206,348.2395,260.8716,527.7324
159187,150981,286206,347.7861,257.8988,510.9022
159187,150981,306206,347.1016,255.3041,493.0656
159187,150981,326206,347.3445,253.3565,476.9915
159187,150981,346206,347.4703,250.8086,461.8882
159187,150981,366206,348.5251,246.5781,445.0941
159187,170981,66206,330.4089,300.3232,654.5916
159187,170981,86206,332.6227,298.2937,641.3486
159187,170981,106206,333.0947,296.5018,629.5660
159187,170981,126206,333.6833,293.7883,616.3326
159187,170981,146206,334.5034,291.5689,604.3632
159187,170981,166206,335.4411,289.0283,589.9721
159187,170981,186206,337.3075,286.9322,575.6518
159187,170981,206206,339.5207,284.3716,562.9166
159187,170981,226206,341.9660,281.1785,549.8433
159187,170981,246206,343.8309,276.9429,536.1298
159187,170981,266206,344.1879,272.7693,521.2411
159187,170981,286206,343.7344,269.3692,504.2242
159187,170981,306206,343.9776,266.3197,487.1445
159187,170981,326206,344.6843,264.0978,471.3821
159187,170981,346206,344.3474,262.3307,454.8628
159187,170981,366206,345.0543,259.3058,438.3796
159187,170981,386206,346.6884,254.6972,422.5917
159187,190981,86206,326.0168,311.3605,636.9407
159187,190981,106206,326.1413,308.7756,623.6093
159187,190981,126206,327.5422,306.5487,610.9275
159187,190981,146206,329.5228,304.4229,599.0914
159187,190981,166206,331.5065,302.9618,583.5687
159187,190981,186206,333.8370,299.8057,568.7236
159187,190981,206206,335.9337,295.9283,555.6597
159187,190981,226206,338.6108,291.9570,542.4622
159187,190981,286206,340.4947,280.0266,497.6534
159187,190981,306206,341.0853,276.6510,481.2327
159187,190981,326206,341.5604,274.0882,464.7048
159187,190981,346206,340.9917,272.3902,447.7225
159187,190981,366206,341.8140,269.8595,432.5034
159187,190981,386206,343.4483,266.5331,417.2756
159187,190981,406206,344.6177,260.3854,401.1236
159187,190981,426206,344.6266,254.9643,385.4434
159187,210981,246206,337.3536,297.6302,519.5694
159187,210981,266206,338.0594,293.9877,504.1729
159187,210981,286206,337.4886,290.7556,489.0791
159187,210981,306206,337.9630,287.8667,473.2102
159187,210981,326206,338.3218,285.1754,456.7804
159187,210981,346206,338.4473,282.6522,442.2737
159187,210981,366206,338.9208,280.1117,427.8827
159187,210981,386206,340.3235,276.8718,412.0762
159187,210981,406206,340.6815,272.6834,395.7629
159187,210981,426206,341.3867,267.0571,379.9313
159187,210981,446206,341.1635,261.0208,363.7973
159187,230981,226206,334.4579,315.7270,523.5489
159187,230981,246206,335.7424,310.0216,509.0083
159187,230981,266206,335.1705,306.1891,494.8854
159187,230981,286206,334.8315,303.5202,480.5926
159187,230981,306206,335.3053,300.1941,465.3651
159187,230981,326206,335.8947,296.0723,450.1291
159187,230981,346206,335.9033,293.5220,436.5663
159187,230981,366206,336.4922,290.3391,422.6653
159187,230981,386206,337.0829,286.8523,406.2270
159187,230981,406206,336.2804,283.0915,390.1007
159187,230981,426206,337.3340,278.1322,374.3754
159187,230981,446206,337.8075,273.0024,358.2675
159187,230981,466206,337.5848,268.9327,342.6844
159187,250981,226206,333.1964,329.3265,511.7583
159187,250981,246206,334.3632,324.0534,499.6570
159187,250981,266206,333.7895,318.8325,487.2089
159187,250981,286206,333.2171,315.2125,473.9496
159187,250981,306206,333.2262,311.7061,459.1675
159187,250981,326206,333.8155,308.3873,444.6522
159187,250981,346206,333.9396,305.1007,431.4460
159187,250981,366206,334.0648,301.2953,416.3791
159187,250981,386206,333.4947,296.9539,399.5675
159187,250981,406206,332.4598,293.0301,383.7708
159187,250981,426206,332.8171,288.2759,368.1970
159187,250981,446206,334.2188,284.2306,353.2101
159187,250981,466206,334.8087,281.5542,338.2048
159187,270981,226206,330.4212,341.8046,505.9520
159187,270981,246206,332.2848,336.7118,493.4054
159187,270981,266206,332.0598,331.6884,480.3961
159187,270981,286206,330.9063,327.4089,467.7427
159187,270981,306206,329.9867,323.2356,452.8543
159187,270981,326206,330.6908,318.8544,439.3548
159187,270981,346206,330.9313,316.2522,426.1392
159187,270981,366206,330.5936,312.8940,409.6030
159187,270981,386206,329.5591,308.3303,392.7560
159187,270981,406206,328.8727,303.7320,376.1405
159187,270981,426206,328.9980,298.9013,360.3174
159187,270981,446206,329.8194,296.0099,345.9889
159187,270981,466206,331.4535,293.8792,331.9001
159187,290981,246206,328.6968,349.2147,488.1958
159187,290981,266206,329.4004,344.2258,474.9548
159187,290981,286206,327.7837,340.5468,461.3307
159187,290981,306206,326.7481,337.1171,446.7981
159187,290981,326206,327.2193,331.5551,433.5842
159187,290981,346206,327.1130,329.4173,418.7835
159187,290981,366206,327.1236,326.5977,402.4517
159187,290981,386206,325.7417,322.3774,384.8299
159187,290981,406206,325.4036,317.1811,367.6448
159187,290981,426206,325.6439,311.8613,352.8103
159187,290981,446206,326.3497,309.4491,338.3213
159187,290981,466206,328.1002,308.0028,324.2232
159187,310981,386206,323.7806,336.7306,377.9005
159187,310981,406206,323.4409,331.2403,362.6834
159187,310981,426206,323.5658,327.1607,347.9283
159187,310981,446206,324.3888,325.3834,332.2368
159187,310981,486206,326.2634,319.9242,304.4610
159187,330981,406206,321.8305,350.3072,355.4394
179187,50981,46206,331.2746,229.0824,726.2783
179187,50981,66206,332.7924,224.2169,710.6864
179187,70981,46206,329.5471,243.2848,717.3099
179187,70981,66206,328.6302,240.4504,699.5537
179187,70981,86206,330.2631,235.5997,685.3864
179187,70981,106206,332.7073,230.2597,672.2076
179187,70981,126206,335.5001,225.3816,658.9840
179187,70981,146206,338.0615,222.4109,645.9462
179187,90981,26206,324.7901,258.2963,725.1827
179187,90981,46206,325.8476,255.2936,705.5029
179187,90981,66206,325.3926,250.9843,690.0002
179187,90981,86206,325.1673,246.0203,677.3559
179187,90981,106206,326.1031,241.9800,664.6218
179187,90981,126206,328.5474,237.6826,652.0835
179187,90981,146206,332.1530,235.7789,640.2825
179187,90981,166206,334.7144,233.3295,627.5650
179187,90981,186206,336.0016,230.7146,611.3842
179187,90981,206206,337.6373,228.9892,595.3452
179187,110981,26206,321.6682,270.1025,717.0174
179187,110981,46206,323.1874,264.7873,699.1018
179187,110981,66206,323.7753,259.8503,685.5136
179187,110981,86206,323.4343,254.8443,672.3886
179187,110981,106206,321.2405,252.2745,655.1489
179187,110981,126206,322.7556,249.0866,644.3285
179187,110981,146206,325.2006,247.2943,632.5455
179187,110981,166206,329.0403,245.7710,618.1978
179187,110981,186206,331.7216,243.8254,600.5827
179187,110981,206206,334.2846,242.1912,586.2175
179187,110981,226206,336.4981,239.7937,573.1527
179187,110981,246206,338.0153,236.3710,559.3319
179187,130981,46206,320.0654,278.4390,692.2977
179187,130981,66206,321.9296,271.0658,677.4908
179187,130981,86206,321.5923,268.8366,661.0163
179187,130981,106206,319.9774,266.4175,645.8154
179187,130981,126206,320.2155,262.0068,634.8001
179187,130981,146206,322.5456,260.1404,621.2275
179187,130981,166206,326.1542,259.2175,605.9089
179187,130981,186206,327.4407,257.0969,590.9922
179187,130981,206206,330.1181,254.7239,578.5239
179187,130981,226206,333.1430,251.9310,566.5811
179187,130981,246206,334.7758,248.0117,553.0365
179187,130981,266206,334.6697,244.9771,537.3816
179187,130981,286206,334.2169,242.3305,519.8923
179187,150981,86206,316.0350,280.1689,649.9312
179187,150981,106206,317.7833,277.5812,638.1400
179187,150981,126206,318.1385,274.6256,626.5273
179187,150981,146206,320.9344,273.9672,611.7251
179187,150981,166206,322.6851,272.5728,597.2797
179187,150981,186206,324.6670,270.8770,584.0900
179187,150981,206206,326.5311,267.7334,572.2100
179187,150981,226206,329.0914,263.9399,560.1076
179187,150981,246206,330.6082,260.0379,546.4473
179187,150981,266206,330.8507,257.2775,530.4805
179187,150981,286206,330.7465,254.9051,512.6793
179187,150981,306206,331.3392,252.9524,494.3524
179187,150981,326206,332.2789,251.1851,477.8328
179187,150981,346206,332.2893,248.8694,461.9370
179187,150981,366206,332.7628,243.7224,445.9448
179187,170981,86206,311.9819,290.7647,644.5360
179187,170981,106206,313.7303,289.5358,633.5541
179187,170981,126206,316.4096,287.4321,618.5213
179187,170981,146206,317.8121,285.8154,604.0406
179187,170981,166206,319.5621,283.8725,590.2188
179187,170981,186206,321.4276,282.1248,577.3763
179187,170981,206206,323.1756,279.2802,565.7811
179187,170981,226206,325.2723,275.7191,552.8862
179187,170981,246206,326.7896,271.5873,538.4782
179187,170981,266206,327.3797,268.6119,523.1881
179187,170981,286206,327.6235,266.3160,505.6361
179187,170981,306206,328.6793,263.4294,488.2268
179187,170981,326206,329.3873,262.7738,471.8846
179187,170981,346206,328.7022,261.7504,455.7211
179187,170981,366206,329.6403,257.4161,439.6215
179187,170981,386206,330.8100,252.3456,423.8785
179187,190981,86206,306.1895,305.3631,639.7797
